Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-4.46,-82.53,-63.52,676.78,20.69,31.48,16.33,-13.84,19.41,17.63,
Free Cash Flow Growth % YOY,-7.69,,,,29.24,34.04,15.23,-14.18,20.4,17.33,
Cap Ex as a % of Sales,5.19,9.6,4.94,4.01,2.73,2.71,3.08,2.52,2.63,2.96,2.67
Free Cash Flow/Sales %,19.73,-2.83,-1.93,17.27,18.17,21.11,22.1,17.52,19.59,21.54,25.64
Free Cash Flow/Net Income,1.08,0.02,0.11,1.28,2.89,0.64,1.96,1.74,1.32,1.93,1.91
