Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.57,-83.49,516.65,5.97,-35.37,48.53,2.58,-4.32,-24.01,50.97,-26.14
3-Year Average,16.92,-45.11,-2.0,2.57,61.64,0.57,-0.51,13.39,-9.31,3.16,
5-Year Average,7.91,-23.34,10.23,1.56,-8.41,0.71,45.11,-0.03,-6.46,10.83,
10-Year Average,12.36,-7.41,7.57,4.81,-0.03,4.25,5.47,4.98,-2.53,0.76,
