Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.68,48.4,2.55,22.64,29.23,29.55,0.28,31.9,2.65,18.01,
3-Year Average,25.28,29.81,20.75,23.12,17.57,27.1,18.85,19.67,10.73,16.91,
5-Year Average,21.49,34.54,24.51,22.43,22.78,25.59,16.12,22.12,17.85,15.73,
10-Year Average,23.74,24.79,,8.47,,23.53,24.99,23.31,20.12,19.2,
