Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,68.66,3.94,0.1,32.07,58.83,13.61,15.1,-3.75,28.41,17.91,
Free Cash Flow Growth % YOY,74.94,2.91,0.25,31.52,60.23,11.84,16.66,-8.09,34.09,14.84,
Cap Ex as a % of Sales,1.52,1.73,1.56,1.49,1.48,1.85,1.44,2.03,1.39,2.03,2.03
Free Cash Flow/Sales %,25.05,24.16,22.28,20.11,22.86,22.59,21.37,17.22,19.71,20.48,20.48
Free Cash Flow/Net Income,1.34,1.13,1.13,1.41,1.2,1.44,1.65,1.04,1.07,1.2,1.2
