Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,5.03,6.98,9.22,-3.13,-0.79,-2.98,-6.85,-5.25,-13.1,-13.16,
3-Year Average,6.23,6.95,7.06,4.21,1.63,-2.31,-3.57,-5.04,-8.46,-10.58,
5-Year Average,-1.56,2.81,6.97,5.29,3.35,1.73,-1.05,-3.82,-5.89,-8.36,
10-Year Average,,41.99,18.82,12.57,3.56,0.07,0.86,1.43,-0.46,-2.68,
