Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,25.45,20.95,-9.95,-7.74,-7.67,-4.06,-0.81,5.82,30.88,19.23,
3-Year Average,39.63,35.35,10.97,0.16,-8.46,-6.51,-4.22,0.23,11.17,18.2,
5-Year Average,,42.98,24.28,15.55,3.08,-2.3,-6.1,-3.02,4.0,9.46,
10-Year Average,,,,,,,15.87,9.78,9.63,6.22,
