Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,-2.63,30.5,22.96,6.83,18.04,-13.07,-23.39,45.32,70.73
3-Year Average,,,,,16.04,19.68,15.74,3.11,-7.71,-1.09,
5-Year Average,,,,,,,14.53,11.96,0.65,4.06,
10-Year Average,,,,,,,,,,,
