Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.93,11.05,6.55,23.03,12.66,15.21,7.43,-4.02,6.9,-23.7,
3-Year Average,19.32,18.52,13.3,13.33,13.88,16.88,11.72,5.91,3.3,-7.84,
5-Year Average,33.54,,14.99,16.89,15.05,13.57,12.82,10.49,7.42,-0.63,
10-Year Average,,,,,26.98,23.15,,12.71,12.06,6.92,
