Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,-15.82,12.34,30.15,2.92,20.75,-30.59,-54.47,115.93,143.07
3-Year Average,,,,,7.17,14.59,17.38,-4.81,-27.47,-11.96,
5-Year Average,,,,,,,8.87,4.75,-12.56,-3.24,
10-Year Average,,,,,,,,,,,
