Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,9.94,-3.06,-11.93,8.46,10.3,2.56,12.92,21.62,39.0,12.18,11.25
3-Year Average,17.53,9.23,-2.09,-2.53,1.76,7.06,8.5,12.09,24.05,23.78,
5-Year Average,,,6.75,4.48,2.35,0.93,4.06,11.0,16.65,17.04,
10-Year Average,,,,,,,,8.85,10.4,9.45,
