Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,70.16,-69.36,421.19,78.1,24.65,99.63,64.06
3-Year Average,,,,,,,39.54,41.68,126.18,64.26,
5-Year Average,,,,,,,,,43.25,47.9,
10-Year Average,,,,,,,,,,,
