Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,118.5,94.91,37.65,0.01,-8.39,-60.19,-33.75,43.25,-94.87,,
3-Year Average,131.68,225.78,80.31,38.96,8.04,-28.55,-37.72,-27.71,-63.49,,
5-Year Average,,80.46,101.68,116.53,39.96,-0.43,-19.76,-19.12,-55.35,,
10-Year Average,,,,,,,20.33,27.72,-1.67,,
