Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,124.19,24.36,9.52,-2.38,-5.51,40.55,-67.48,-1.14,10.31,11.09,-9.7
3-Year Average,5.51,9.29,45.08,9.96,0.34,9.04,-24.41,-23.26,-29.22,6.6,
5-Year Average,5.34,11.37,9.85,6.89,23.01,12.04,-14.32,-16.06,-13.98,-11.15,
10-Year Average,4.85,6.21,7.07,6.0,11.75,8.64,-2.31,-3.97,-4.11,4.54,
