Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,18.98,-3.11,17.67,72.7,-27.08,6.78,-3.55,-15.79,4.38,-10.78,37.5
3-Year Average,8.72,6.87,10.7,25.34,14.01,10.38,-9.1,-4.64,-5.36,-7.78,
5-Year Average,15.88,7.06,7.94,19.92,11.31,8.92,8.82,1.78,-7.97,-4.18,
10-Year Average,4.59,5.78,11.57,19.12,8.72,12.35,7.94,4.81,5.05,3.27,
