Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,37.31,36.66,36.64,34.59,35.08,33.99,31.2,29.82,30.35,30.15,30.49
Gross Margin,62.69,63.34,63.36,65.41,64.92,66.01,68.8,70.18,69.65,69.85,69.51
SG&A,19.84,18.83,17.86,14.8,16.3,16.86,15.89,14.88,14.98,14.27,14.35
R&D,19.45,19.47,20.15,16.56,19.43,21.93,20.67,22.11,24.12,25.6,26.11
Other,0.37,1.5,1.78,0.48,1.18,0.44,0.81,1.43,0.3,0.22,0.16
Operating Margin,23.04,23.53,23.57,33.57,28.02,26.78,31.43,31.76,30.26,29.77,28.89
Net Int Inc & Other,2.71,1.56,-0.57,-1.03,-1.37,-1.56,-1.65,-0.63,-1.49,-0.35,0.04
EBT Margin,25.75,25.09,23.0,32.54,26.65,25.22,29.78,31.13,28.77,29.42,28.93
