Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-9.49,119.61,-33.15,15.66,51.72,12.07,0.12,-17.24,,,-32.49
3-Year Average,0.4,27.87,9.94,19.3,5.46,25.29,19.4,-2.44,,-7.07,
5-Year Average,7.77,19.94,8.24,10.08,18.45,23.62,5.65,10.26,,-2.08,
10-Year Average,-3.42,3.24,-1.11,0.28,,15.43,12.57,9.24,,7.7,
