Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,12.5,-4.27,-20.4,32.07,3.22,-2.6,-13.51,-3.45,8.3,9.21,
3-Year Average,18.71,5.08,-5.01,0.21,2.76,9.91,-4.55,-6.66,-3.3,4.53,
5-Year Average,15.28,14.47,4.97,4.05,3.16,0.23,-1.78,2.09,-1.89,-0.77,
10-Year Average,6.09,5.32,3.74,6.02,6.28,7.49,6.04,3.52,1.04,1.18,
