Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-12.43,18.52,5.73,17.73,-16.74,-15.08,29.59,-41.55,246.88,-76.35,85.71
3-Year Average,1.48,7.4,3.14,13.84,1.2,-5.93,-2.87,-13.68,37.99,-21.73,
5-Year Average,-3.74,-0.91,5.54,9.05,1.47,0.85,2.67,-8.81,13.19,-12.0,
10-Year Average,,5.54,5.4,5.65,5.45,-1.47,0.86,-1.9,11.1,-5.51,
