Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,60.64,-14.73,-20.57,32.75,17.33,2.07,11.19,10.82,-0.47,-7.58,11.33
3-Year Average,20.43,15.03,2.85,-3.48,7.35,16.71,10.02,7.94,7.04,0.64,
5-Year Average,12.34,9.88,3.42,9.92,11.13,1.49,7.03,14.4,7.99,2.96,
10-Year Average,16.04,9.53,4.25,3.66,5.66,6.78,8.44,8.77,8.95,6.97,
