Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-68.35,444.0,34.56,-25.68,80.88,-19.11,9.55,-98.17,,347.18,33.33
3-Year Average,-24.02,20.36,32.31,75.87,21.84,2.83,17.03,-74.67,-10.64,42.81,
5-Year Average,3.3,32.34,26.27,11.76,25.51,51.42,9.9,-53.45,0.87,20.88,
10-Year Average,58.49,87.74,68.36,41.42,40.86,25.07,20.6,-23.33,6.17,23.17,
