Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,2774.07,140.59,-36.49,-23.15,,,-12.12,-25.35,8.19,
Free Cash Flow Growth % YOY,,,366.29,-40.08,-80.16,,,-21.46,-25.45,-7.06,
Cap Ex as a % of Sales,1.05,0.83,0.96,0.62,0.87,0.52,0.45,0.59,0.49,0.75,0.85
Free Cash Flow/Sales %,-0.98,0.49,2.52,1.33,0.19,-0.85,2.07,1.63,1.33,1.27,-0.58
Free Cash Flow/Net Income,-0.67,0.3,1.42,0.77,0.13,-0.54,1.39,1.0,0.75,0.8,-1.21
