Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.81,-33.45,-3.8,14.56,18.03,23.54,-4.73,24.54,24.26,20.49,
3-Year Average,-1.4,,-10.82,-9.82,9.16,18.65,11.58,13.59,13.81,23.08,
5-Year Average,3.14,-8.18,-9.31,,-0.83,1.35,8.89,14.66,16.54,17.02,
10-Year Average,4.0,-1.28,-2.28,-1.46,-0.33,2.24,-0.01,1.98,,7.73,
