Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,58.82,,,765.22,-32.16,,,,,,
3-Year Average,,,-45.95,-4.9,,,,,,,
5-Year Average,,,,,-1.51,,,,,,
10-Year Average,,,,,,,,,,,
