Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,55.12,55.79,54.7,55.73,57.43,58.18,59.0,60.65,60.61,60.95,60.9
Gross Margin,44.88,44.21,45.3,44.27,42.57,41.82,41.0,39.35,39.39,39.05,39.1
SG&A,32.45,32.05,32.21,30.65,29.76,29.57,28.72,27.69,27.63,27.48,27.71
R&D,,,,,,,,,,,
Other,1.55,2.03,1.79,1.57,1.76,1.62,1.8,2.01,1.97,2.67,2.45
Operating Margin,10.89,10.13,11.3,12.06,11.05,10.62,10.47,9.64,9.8,8.89,8.93
Net Int Inc & Other,-1.28,-1.79,-1.28,-1.12,-0.79,-0.7,-1.07,-0.92,-0.77,-1.0,-0.86
EBT Margin,9.61,8.34,10.03,10.94,10.27,9.92,9.4,8.72,9.02,7.89,8.07
