Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,16.55,-0.9,47.2,74.44,65.03,42.7,17.0,25.28,23.36,29.34,16.47
3-Year Average,,16.31,19.35,36.52,61.82,60.16,40.2,27.89,21.83,25.97,
5-Year Average,28.67,33.56,,32.22,37.38,43.06,47.89,43.2,33.62,27.26,
10-Year Average,,,,,,35.67,40.54,,32.91,32.22,
