Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,70.78,,,,118.6,-4.26,-17.78,51.35,-3.57,137.96,60.24
3-Year Average,90.3,,,-31.02,,,19.84,6.01,6.27,51.44,
5-Year Average,48.72,,,-4.81,4.15,-7.23,,,20.22,22.28,
10-Year Average,,,,7.51,10.59,17.46,17.83,19.41,6.98,12.85,
