Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,67.22,,57.65,57.26,65.5,73.17,65.91,65.91
Gross Margin,100.0,100.0,100.0,32.78,100.0,42.35,42.74,34.5,26.83,34.09,34.09
SG&A,,,,,,,,,,,
R&D,5.41,6.39,14.85,22.75,,,,,,,
Other,154.16,89.42,95.84,57.74,106.33,41.75,54.01,97.92,78.53,29.34,29.34
Operating Margin,-58.57,3.97,-7.28,-45.61,-6.33,0.6,-11.2,-63.03,-51.4,4.81,4.81
Net Int Inc & Other,18.21,3.9,0.73,0.51,0.06,-0.01,0.04,,-0.43,1.28,1.28
EBT Margin,-40.37,7.87,-6.56,-45.1,-6.27,0.6,-11.16,-63.03,-51.83,6.09,6.09
