Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,39.98,-50.85,189.5,41.01,-43.0,80.67,5.68,13.86,-1.96,3.37,
3-Year Average,23.55,-8.45,25.82,26.13,32.51,13.24,2.86,29.54,5.66,4.89,
5-Year Average,23.64,0.98,21.83,25.66,9.87,15.62,34.75,11.81,3.97,17.11,
10-Year Average,28.22,15.58,27.53,26.24,14.86,19.56,16.65,16.71,14.3,13.43,
