Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,4.57,14.11,37.81,10.68,11.39,27.44,12.1,3.64,2.82,0.9,
3-Year Average,5.13,8.45,18.03,20.29,19.32,16.25,16.75,13.98,6.11,2.45,
5-Year Average,5.94,5.99,12.81,14.24,15.18,19.83,19.4,12.79,11.14,8.97,
10-Year Average,9.74,7.58,8.81,9.58,11.57,12.67,12.5,12.8,12.68,12.03,
