Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,26.32,33.23,32.51,32.53,38.82,39.53,44.43,43.66,42.91,41.88,41.61
Gross Margin,73.68,66.77,67.49,67.47,61.18,60.47,55.57,56.34,57.09,58.12,58.39
SG&A,4.84,4.4,4.17,4.98,4.3,3.99,4.57,4.38,3.9,3.68,3.71
R&D,,,,,,,,,,,
Other,53.38,47.33,42.47,20.06,38.57,28.95,25.03,26.12,27.2,26.1,24.97
Operating Margin,15.46,15.03,20.85,42.44,18.31,27.53,25.96,25.83,25.99,28.33,29.7
Net Int Inc & Other,,2.53,,-20.23,0.78,-15.32,-11.51,-13.21,-15.33,-13.15,-13.1
EBT Margin,15.46,17.56,20.85,22.21,19.08,12.21,14.45,12.62,10.66,15.18,16.6
