Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,82.31,-21.27,98.1,16.99,-10.22,19.59,6.86,-14.97,-49.06,278.6,
Free Cash Flow Growth % YOY,-9.78,40.96,175.21,26.09,-19.21,18.29,13.92,-18.55,-76.39,625.88,
Cap Ex as a % of Sales,7.18,3.33,2.94,2.49,3.22,3.94,3.26,3.08,4.13,3.84,4.2
Free Cash Flow/Sales %,3.22,4.14,9.87,12.18,9.52,11.15,12.09,9.47,2.22,7.82,5.91
Free Cash Flow/Net Income,0.2,0.39,0.74,0.89,1.61,-0.87,1.21,0.99,0.23,1.47,1.02
