Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,-128.0,,,-662.0,-641.0,
Free Cash Flow Growth % YOY,,,,,,-202.0,,858.0,-309.0,,
Cap Ex as a % of Sales,,10.51,8.92,5.39,5.74,5.87,5.01,8.13,6.2,6.76,1.95
Free Cash Flow/Sales %,,29.06,17.55,25.48,34.24,33.27,34.21,34.43,32.45,28.19,11.42
Free Cash Flow/Net Income,,1.05,0.7,1.12,1.25,1.08,1.11,1.12,1.0,1.0,1.06
