Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,66.39,66.35,66.13,65.73,65.53,65.43,65.85,65.87,65.81,65.84,65.92
Gross Margin,33.61,33.65,33.87,34.27,34.47,34.57,34.15,34.13,34.19,34.16,34.08
SG&A,22.05,25.03,24.03,23.31,22.77,22.08,20.46,19.57,18.98,18.11,17.74
R&D,,,,,,,,,,,
Other,2.2,2.5,2.58,2.38,2.23,2.1,2.06,1.97,1.91,1.85,1.8
Operating Margin,9.36,6.11,7.26,8.59,9.46,10.39,11.63,12.59,13.3,14.19,14.53
Net Int Inc & Other,-0.8,-1.08,-1.24,-0.83,-0.84,-0.73,-0.89,-0.59,-0.85,-0.99,-0.98
EBT Margin,8.56,5.04,6.02,7.75,8.62,9.66,10.74,11.99,12.45,13.2,13.55
