Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.29,10.27,-0.25,10.67,19.08,20.98,9.2,16.9,30.05,8.39,7.72
3-Year Average,17.94,13.03,6.65,6.78,9.54,16.82,16.3,15.59,18.41,18.12,
5-Year Average,15.12,14.83,12.53,9.77,9.84,11.89,11.67,15.27,19.05,16.84,
10-Year Average,20.02,17.92,18.03,17.21,15.04,13.49,13.24,13.9,14.32,13.28,
