Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,72.73,81.1,88.08,88.11,90.8,89.46,81.71,83.34,80.22,77.24,77.47
Gross Margin,27.27,18.9,11.92,11.89,9.2,10.54,18.29,16.66,19.78,22.76,22.53
SG&A,9.01,8.91,20.93,14.37,10.14,11.51,15.69,18.23,13.82,15.64,16.56
R&D,,,,,,,,,,,
Other,,,4.7,1.33,1.89,,,-0.13,-0.2,,
Operating Margin,18.26,9.98,-10.06,-2.86,-2.02,0.27,5.93,-0.55,7.18,8.41,7.72
Net Int Inc & Other,1.53,-0.55,-0.01,-0.43,-0.56,-1.46,-4.43,-1.4,1.88,-3.13,-1.44
EBT Margin,19.79,9.43,-10.07,-3.29,-2.58,-1.19,1.5,-1.95,9.05,5.28,6.28
