Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,201.52,8.78,84.16,138.87,649.12,649.12
Gross Margin,,,,,,-101.52,91.22,15.84,-38.87,-549.12,-549.12
SG&A,,,,,,908.0,378.43,346.42,223.06,,
R&D,,,,,,,,,,,
Other,,,,,,,,446.33,,,
Operating Margin,,,,,,,,-776.91,,,
Net Int Inc & Other,,66.16,,,,2.04,-2.08,54.03,46.8,590.38,590.38
EBT Margin,,,,,,,,-722.88,,,
