Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,77.29,76.42,74.15,72.84,72.5,72.13,71.95,71.89,71.83,71.3,71.15
Gross Margin,22.71,23.58,25.85,27.16,27.5,27.87,28.05,28.11,28.17,28.7,28.85
SG&A,15.66,15.95,15.74,15.63,15.15,14.79,14.92,14.63,14.56,14.69,14.61
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,7.05,7.63,10.11,11.53,12.35,13.08,13.13,13.48,13.6,14.01,14.24
Net Int Inc & Other,0.07,,-0.11,-0.12,-0.12,-0.07,,-0.03,-0.11,-0.13,-0.08
EBT Margin,7.11,7.64,10.0,11.4,12.23,13.01,13.13,13.45,13.5,13.88,14.16
