Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,40.56,31.89,86.37
Gross Margin,,,,,,,,,59.44,68.11,13.63
SG&A,,,,,,143.21,3.78,35.02,39.24,63.28,93.95
R&D,,,,,,,,,,,
Other,,,,,,,,,1.67,3.3,6.74
Operating Margin,,,,,,-43.21,96.22,64.98,18.53,1.53,-87.05
Net Int Inc & Other,,,,,,-221.11,,,-1.33,-158.13,-182.2
EBT Margin,,,,,,-264.32,,,17.2,-156.59,-269.25
