Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-3.98,-22.86,81.59,-6.25,-12.09,4.27,4.03,-13.92,46.63,8.34,
Free Cash Flow Growth % YOY,-57.31,-31.8,245.97,31.61,-18.05,11.13,0.32,-20.28,77.59,-7.99,
Cap Ex as a % of Sales,8.18,6.95,9.69,5.8,5.93,5.39,5.6,5.15,5.28,7.48,7.53
Free Cash Flow/Sales %,3.04,2.19,8.14,10.35,8.81,9.46,8.91,6.79,11.68,10.54,10.19
Free Cash Flow/Net Income,0.33,0.35,0.94,1.23,1.18,1.05,0.86,0.64,0.92,0.79,0.72
