Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,3.92,-4.85,2.74,-3.57,0.69,-3.95,-1.85,4.73
3-Year Average,,,,,,0.53,-1.95,-0.08,-2.3,-1.72,
5-Year Average,,,,,,,,-0.27,-1.83,-1.22,
10-Year Average,,,,,,,,,,,
