Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.15,5.86,-5.53,6.68,22.81,15.02,4.96,7.55,0.77,-2.89,0.59
3-Year Average,6.04,5.94,5.12,2.18,7.37,14.65,14.03,9.1,4.39,1.72,
5-Year Average,7.27,7.98,3.58,3.68,8.76,8.55,8.36,11.21,9.95,4.91,
10-Year Average,3.29,3.38,2.66,2.97,5.54,7.91,8.17,7.33,6.77,6.82,
