Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-94.26,,,,10.92,-45.73,145.68,-26.33,72.83,-13.49,6.81
3-Year Average,-58.72,,,97.9,,,13.93,-0.6,46.25,3.28,
5-Year Average,-39.24,,,-14.84,-13.18,36.08,,,13.49,7.99,
10-Year Average,-10.24,,,-4.61,-3.96,-9.07,-2.96,-5.08,-1.69,-3.17,
