Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-57.75,-60.26,107.74,49.07,6.88,4.48,10.26,3.05,-8.7,14.21,10.49
3-Year Average,10.63,-22.81,-29.6,7.17,49.03,18.51,7.18,5.88,1.23,2.42,
5-Year Average,20.9,-6.51,2.26,7.33,-11.08,6.57,30.69,13.59,2.98,4.36,
10-Year Average,,-6.07,-0.4,11.27,23.14,13.51,10.54,7.78,5.13,-3.67,
