Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.29,-70.44,-3.54,-45.65,-15.59,62.56,-98.18,,,,
3-Year Average,79.74,-14.5,-31.38,-46.28,-23.8,-9.32,-70.76,,,,
5-Year Average,39.64,10.86,10.61,-20.0,-31.74,-26.63,-57.98,,,,
10-Year Average,,,,,-7.2,1.22,-31.75,,,,
