Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,8.26,-28.5,35.33,-3.05,8.03,-12.79,-12.62,49.14,-9.77,-7.16,
Free Cash Flow Growth % YOY,20.45,-69.14,288.5,-8.11,-10.36,-30.16,-18.12,112.84,-13.99,-15.52,
Cap Ex as a % of Sales,3.18,3.93,2.27,2.57,3.75,3.92,3.67,3.09,3.13,3.23,2.97
Free Cash Flow/Sales %,5.14,1.43,7.4,6.78,5.68,3.65,3.02,5.61,4.99,4.11,5.81
Free Cash Flow/Net Income,0.71,0.41,-25.06,8.3,2.64,0.76,0.73,1.3,0.96,0.59,1.3
