Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,,,100.0,100.0,100.0,100.0
COGS,,,,,,,,9.39,11.73,16.02,16.02
Gross Margin,,,,,,,,90.61,88.27,83.98,83.98
SG&A,,,,,,,,60.06,60.08,59.97,59.97
R&D,,,,,,,,,,,
Other,,,,,,,,71.82,25.19,22.01,22.01
Operating Margin,,,,,,,,-41.27,3.0,2.0,2.0
Net Int Inc & Other,,,,,,,,0.6,-0.92,-0.73,-0.73
EBT Margin,,,,,,,,-40.67,2.09,1.27,1.27
