Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,31.91,-62.9,34.78,-6.45,25.17,-28.49,,,-40.89,
3-Year Average,,48.32,,-12.95,-22.37,16.43,-5.74,,24.55,16.89,
5-Year Average,-0.83,19.92,,10.29,,-5.04,-15.98,,17.74,7.41,
10-Year Average,,,,1.77,2.35,-2.96,0.38,,13.95,,
