Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.9,-36.03,28.38,21.25,10.96,7.47,1.79,-0.11,3.45,20.71,
3-Year Average,21.62,-3.38,-2.78,-0.14,19.98,13.08,6.67,3.0,1.7,7.65,
5-Year Average,28.05,10.28,8.12,7.03,4.33,3.49,13.57,8.01,4.64,6.42,
10-Year Average,26.04,,21.0,20.2,18.87,15.12,11.91,8.07,5.83,5.37,
