Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,,,,100.0,100.0
COGS,,,,,,,,,,32.89,40.78
Gross Margin,,,,,,,,,,67.11,59.22
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,667.43,
Other,,,,,,,,,,786.51,
Operating Margin,,,,,,,,,,,
Net Int Inc & Other,,,,,,,,,,,67.48
EBT Margin,,,,,,,,,,,
