Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,8.98,-53.27,114.09,-1.08,22.29,-6.84,-34.55,34.14,-40.49,4.09,
Free Cash Flow Growth % YOY,2.41,-60.03,157.05,-4.2,29.11,-4.9,-43.92,28.5,-61.46,50.31,
Cap Ex as a % of Sales,1.2,1.04,0.92,1.08,0.84,0.6,1.13,1.61,1.47,0.84,0.62
Free Cash Flow/Sales %,7.65,2.96,7.28,6.61,8.24,7.62,4.34,5.11,1.43,2.07,4.72
Free Cash Flow/Net Income,1.02,0.46,1.11,1.0,1.37,1.32,0.77,0.89,0.41,0.68,1.66
