Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.5,-0.32,-11.1,9.62,12.72,8.77,6.83,9.27,1.88,4.55,37.43
3-Year Average,9.4,3.53,-3.15,-0.96,3.18,10.36,9.41,8.28,5.95,5.19,
5-Year Average,9.08,8.09,3.02,1.58,2.34,3.56,5.0,9.42,7.84,6.23,
10-Year Average,5.07,4.92,3.55,4.08,5.64,6.28,6.54,6.17,4.66,4.26,
