Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,10.27,1.73,1.52,11.23,14.35,11.74,4.85,8.98,8.04,13.03
3-Year Average,,10.46,7.47,4.43,4.73,8.89,12.43,10.24,8.49,7.28,
5-Year Average,,2.58,4.49,6.84,6.99,7.69,7.98,8.63,10.18,9.55,
10-Year Average,,6.35,5.32,5.83,8.48,6.84,5.24,6.54,8.5,8.26,
