Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,-40.87,265.06,-79.13,141.64,114.87,13.37,-36.63,128.9,
Free Cash Flow Growth % YOY,,,-34.24,279.66,,,80.0,-19.75,363.08,38.21,
Cap Ex as a % of Sales,3.24,1.47,0.8,1.95,7.73,5.0,9.73,10.63,,6.13,6.47
Free Cash Flow/Sales %,-10.44,4.15,3.7,11.45,-4.8,1.5,2.33,1.69,7.34,9.35,9.64
Free Cash Flow/Net Income,10.09,-0.96,-0.26,1.77,-1.82,0.58,0.23,0.25,2.89,1.28,1.0
