Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,134.46,-62.91,,,120.77,12.55,-83.95,,,,
3-Year Average,,,,-26.56,33.1,,-26.39,,,,
5-Year Average,,,,,15.44,-0.32,-15.69,,,,
10-Year Average,,,,,,,,,,,
