Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SG&A,42.1,41.39,42.56,41.67,42.45,43.9,40.65,40.8,38.17,38.97,39.55
R&D,1.82,1.62,1.62,1.75,1.7,1.89,2.12,2.28,1.84,2.02,2.21
Other,41.02,44.5,42.91,44.0,42.75,43.5,45.11,46.29,50.02,50.03,49.44
Operating Margin,15.06,12.5,12.91,12.58,13.37,10.72,12.11,10.63,9.97,8.99,8.8
Net Int Inc & Other,1.46,-3.52,-3.28,-1.74,0.32,-1.31,-1.11,2.5,1.91,3.28,8.71
EBT Margin,16.52,8.98,9.62,10.84,13.7,9.41,11.01,13.13,11.88,12.26,17.5
