Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,-69.91,,,,,
3-Year Average,,,,,31.73,,,-11.24,,,
5-Year Average,,7.44,,,13.95,,,,,-1.79,
10-Year Average,,,,,,2.61,,,,5.79,
