Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-70.0,870.83,25.32,-0.34,-5.15,-20.65,272.6,,-345.45
3-Year Average,,,,,53.97,129.74,5.81,-9.14,41.02,,
5-Year Average,,,,,,,28.1,55.61,28.49,,
10-Year Average,,,,,,,,,,,
