Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,25.49,33.73,24.06,31.93,41.19,20.79,29.13,24.27,9.26,16.47,20.15
3-Year Average,15.51,25.1,27.69,29.84,32.21,31.04,30.1,24.68,20.58,16.51,
5-Year Average,7.03,16.89,20.66,26.23,31.14,30.14,29.23,29.27,24.49,19.79,
10-Year Average,,48.89,17.1,9.58,14.03,18.02,22.91,24.89,25.36,25.33,
