Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-10.95,17.11,78.08,-6.15,8.2,25.25,38.71,117.44,-39.84,16.0,21.54
3-Year Average,296.5,19.92,22.92,25.09,21.83,8.34,23.42,55.74,21.97,14.91,
5-Year Average,15.49,11.17,164.72,23.58,13.53,21.54,25.73,30.85,19.72,21.4,
10-Year Average,,,,,,18.48,18.22,86.11,21.63,17.39,
