Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-50.57,20.93,138.46,30.65,10.49,-99.44,,34.32,4.4,3.68,
3-Year Average,-11.0,-9.86,12.54,55.6,50.99,-79.95,18.71,26.69,624.32,13.29,
5-Year Average,5.12,1.83,15.24,17.94,15.52,-52.87,39.12,24.03,18.59,17.09,
10-Year Average,16.45,14.44,26.05,21.56,20.82,-29.61,19.02,19.56,18.26,16.3,
