Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,91.55,5.9,41.41,3.93,6.93,2.12,-5.62,-3.82,5.81,41.68,3.19
3-Year Average,27.27,30.01,45.82,16.82,16.26,4.31,1.01,-2.49,-1.34,12.97,
5-Year Average,27.38,27.65,26.37,26.24,27.22,11.46,8.66,0.6,0.96,6.8,
10-Year Average,27.27,21.94,22.9,22.37,20.25,19.34,17.53,12.42,12.58,16.3,
