Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,78.29,78.39,80.18,79.65,81.58,81.57,81.18,81.49,80.0,79.36,79.83
Gross Margin,21.71,21.61,19.82,20.35,18.42,18.43,18.82,18.51,20.0,20.64,20.17
SG&A,3.96,3.88,5.38,4.68,3.34,3.35,3.27,2.96,2.83,8.06,3.05
R&D,1.68,2.28,2.46,2.32,1.76,1.64,1.47,1.13,1.25,1.45,1.45
Other,,3.61,5.95,4.98,3.16,3.15,3.41,3.18,3.12,3.84,4.01
Operating Margin,16.07,11.83,6.04,8.37,10.15,10.29,10.67,11.24,12.79,7.29,11.66
Net Int Inc & Other,-4.48,-2.06,-3.87,-1.95,-0.94,-0.73,-0.77,-0.62,-0.57,-0.65,-0.66
EBT Margin,11.59,9.78,2.16,6.42,9.21,9.55,9.9,10.62,12.23,6.64,11.0
