Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,1452.44,901.53,,,-66.46,37.01,,,,,
3-Year Average,,,,-26.14,-76.19,,,,,,
5-Year Average,,,,,15.98,-28.63,,,,560.08,
10-Year Average,,,,,,,,,,176.69,
