Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,75.49,75.95,73.78,73.1,72.67,71.57,71.49,71.45,71.21,71.02,71.1
Gross Margin,24.51,24.05,26.22,26.9,27.33,28.43,28.51,28.55,28.79,28.98,28.9
SG&A,17.65,16.5,16.41,16.91,16.77,16.42,16.29,16.15,16.82,17.38,17.62
R&D,,,,,,,,,,,
Other,,-0.09,,-0.05,,,,,,,
Operating Margin,6.86,7.64,9.81,10.04,10.55,12.0,12.22,12.4,11.97,11.6,11.27
Net Int Inc & Other,0.01,,-0.19,-0.18,-0.15,-0.11,-0.11,-0.19,-0.15,-0.38,-0.11
EBT Margin,6.87,7.64,9.62,9.86,10.4,11.89,12.1,12.21,11.82,11.22,11.17
